id,cedulaCiudadania,nombreCompleto,email,telefono,fechaNacimiento,ciudadResidencia,ingresoMensual,tipoEmpleo,antiguedadLaboral,historialCrediticio,deudaActual,saldoCuentaAhorros,scoreCrediticio
CLT-20251210-0296,1000000295,Angela Patricia Herrera Ospina,angela.herrera296@banco.com.co,+57 300 000 0295,8/16/1968,Medellín,19419814,Independiente,18,Excelente,388396,22580185,838
CLT-20251210-0297,1000000296,Luisa Díaz Cruz,luisa.díaz297@financiera.com.co,+57 300 000 0296,9/17/1969,Bogotá,19543271,Empleado,27,Regular,10748799,22656728,572
CLT-20251210-0298,1000000297,Sofía Vega González,sofía.vega298@grupoempresa.com,+57 300 000 0297,10/18/1970,Cali,19666728,Empleado,20,Regular,11406702,22733271,571
CLT-20251210-0299,1000000298,Valentina Ospina Rodríguez,valentina.ospina299@corp.com.co,+57 300 000 0298,11/19/1971,Bogotá,19790185,Pensionado,21,Malo,12072013,22809814,483
CLT-20251210-0300,1000000299,Daniela Cruz Martínez,daniela.cruz300@servicios.com.co,+57 300 000 0299,12/20/1972,Bogotá,19913642,Empleado,25,Excelente,3584456,22886357,770
CLT-20251210-0301,1000000300,Juan Fernando González Gómez,juan.gonzález301@banco.com.co,+57 300 000 0300,1/21/1973,Bogotá,1537098,Empleado,28,Regular,753178,22962900,562
CLT-20251210-0302,1000000301,Carlos Rodríguez López,carlos.rodríguez302@financiera.com.co,+57 300 000 0301,2/22/1974,Bogotá,1660555,Empleado,0,Bueno,481561,23039443,735
CLT-20251210-0303,1000000302,Andrés Martínez Pérez,andrés.martínez303@grupoempresa.com,+57 300 000 0302,3/23/1975,Manizales,1784012,Independiente,2,Regular,874166,23115986,569
CLT-20251210-0304,1000000303,Diego Gómez Sánchez,diego.gómez304@corp.com.co,+57 300 000 0303,4/24/1976,Barranquilla,1907469,Empleado,15,Regular,934660,23192529,568
CLT-20251210-0305,1000000304,Santiago López Ramírez,santiago.lópez305@servicios.com.co,+57 300 000 0304,5/25/1977,Bogotá,2030926,Empleado,12,Bueno,487422,23269072,696
CLT-20251210-0306,1000000305,David Patricia Pérez Torres,david.pérez306@banco.com.co,+57 300 000 0305,6/26/1978,Cartagena,2154383,Empleado,26,Regular,969472,23345615,608
CLT-20251210-0307,1000000306,Luis Sánchez Ruiz,luis.sánchez307@financiera.com.co,+57 300 000 0306,7/27/1979,Medellín,2277840,Independiente,24,Regular,1184477,23422158,644
CLT-20251210-0308,1000000307,José Ramírez Castillo,josé.ramírez308@grupoempresa.com,+57 300 000 0307,8/28/1980,Bogotá,2401297,Pensionado,15,Regular,1176636,23498701,632
CLT-20251210-0309,1000000308,Javier Torres Vargas,javier.torres309@corp.com.co,+57 300 000 0308,9/1/1981,Bogotá,2524754,Empleado,11,Excelente,328218,23575244,846
CLT-20251210-0310,1000000309,Alejandro Ruiz Rojas,alejandro.ruiz310@servicios.com.co,+57 300 000 0309,10/2/1982,Barranquilla,2648211,Independiente,17,Bueno,953356,23651787,650
CLT-20251210-0311,1000000310,María Fernando Castillo Mendoza,maría.castillo311@banco.com.co,+57 300 000 0310,11/3/1983,Medellín,2771668,Empleado,18,Bueno,831500,23728330,684
CLT-20251210-0312,1000000311,Catalina Vargas Cárdenas,catalina.vargas312@financiera.com.co,+57 300 000 0311,12/4/1984,Bogotá,2895125,Empleado,0,Malo,1852880,23804873,522
CLT-20251210-0313,1000000312,Laura Rojas Herrera,laura.rojas313@grupoempresa.com,+57 300 000 0312,1/5/1985,Medellín,3018582,Independiente,14,Regular,1418734,23881416,603
CLT-20251210-0314,1000000313,Andrea Mendoza Díaz,andrea.mendoza314@corp.com.co,+57 300 000 0313,2/6/1986,Medellín,3142039,Independiente,16,Bueno,1099714,23957959,700
CLT-20251210-0315,1000000314,Paula Cárdenas Vega,paula.cárdenas315@servicios.com.co,+57 300 000 0314,3/7/1987,Barranquilla,3265496,Pensionado,18,Excelente,587789,24034502,802
CLT-20251210-0316,1000000315,Angela Patricia Herrera Ospina,angela.herrera316@banco.com.co,+57 300 000 0315,4/8/1988,Medellín,3388953,Empleado,5,Bueno,813349,24111045,653
CLT-20251210-0317,1000000316,Luisa Díaz Cruz,luisa.díaz317@financiera.com.co,+57 300 000 0316,5/9/1989,Medellín,3512410,Empleado,10,Excelente,386365,24187588,818
CLT-20251210-0318,1000000317,Sofía Vega González,sofía.vega318@grupoempresa.com,+57 300 000 0317,6/10/1990,Cali,3635867,Pensionado,8,Excelente,363587,24264131,765
CLT-20251210-0319,1000000318,Valentina Ospina Rodríguez,valentina.ospina319@corp.com.co,+57 300 000 0318,7/11/1991,Bogotá,3759324,Empleado,16,Excelente,338339,24340674,766
CLT-20251210-0320,1000000319,Daniela Cruz Martínez,daniela.cruz320@servicios.com.co,+57 300 000 0319,8/12/1992,Bogotá,3882781,Empleado,3,Regular,1708424,24417217,580
CLT-20251210-0321,1000000320,Juan Fernando González Gómez,juan.gonzález321@banco.com.co,+57 300 000 0320,9/13/1993,Barranquilla,4006238,Empleado,13,Bueno,1201871,24493760,661
CLT-20251210-0322,1000000321,Carlos Rodríguez López,carlos.rodríguez322@financiera.com.co,+57 300 000 0321,10/14/1994,Bogotá,4129695,Pensionado,8,Malo,3179865,24570303,486
CLT-20251210-0323,1000000322,Andrés Martínez Pérez,andrés.martínez323@grupoempresa.com,+57 300 000 0322,11/15/1995,Bogotá,4253152,Pensionado,0,Bueno,1488603,24646846,685
CLT-20251210-0324,1000000323,Diego Gómez Sánchez,diego.gómez324@corp.com.co,+57 300 000 0323,12/16/1996,Bogotá,4376609,Empleado,3,Excelente,656491,24723389,798
CLT-20251210-0325,1000000324,Santiago López Ramírez,santiago.lópez325@servicios.com.co,+57 300 000 0324,1/17/1997,Bogotá,4500066,Empleado,7,Bueno,945014,24799932,695
CLT-20251210-0326,1000000325,David Patricia Pérez Torres,david.pérez326@banco.com.co,+57 300 000 0325,2/18/1998,Barranquilla,4623523,Empleado,1,Excelente,601058,24876475,781
CLT-20251210-0327,1000000326,Luis Sánchez Ruiz,luis.sánchez327@financiera.com.co,+57 300 000 0326,3/19/1999,Cali,4746980,Independiente,6,Regular,2088671,24953018,613
CLT-20251210-0328,1000000327,José Ramírez Castillo,josé.ramírez328@grupoempresa.com,+57 300 000 0327,4/20/2000,Medellín,4870437,Empleado,1,Regular,1996879,25029561,584
CLT-20251210-0329,1000000328,Javier Torres Vargas,javier.torres329@corp.com.co,+57 300 000 0328,5/21/1960,Cali,4993894,Empleado,26,Malo,3295970,25106104,399
CLT-20251210-0330,1000000329,Alejandro Ruiz Rojas,alejandro.ruiz330@servicios.com.co,+57 300 000 0329,6/22/1961,Cali,5117351,Empleado,8,Malo,3684493,25182647,442
CLT-20251210-0331,1000000330,María Fernando Castillo Mendoza,maría.castillo331@banco.com.co,+57 300 000 0330,7/23/1962,Barranquilla,5240808,Empleado,28,Bueno,1781875,25259190,734
CLT-20251210-0332,1000000331,Catalina Vargas Cárdenas,catalina.vargas332@financiera.com.co,+57 300 000 0331,8/24/1963,Bogotá,5364265,Empleado,29,Regular,2843060,25335733,638
CLT-20251210-0333,1000000332,Laura Rojas Herrera,laura.rojas333@grupoempresa.com,+57 300 000 0332,9/25/1964,Bogotá,5487722,Empleado,11,Excelente,439018,25412276,756
CLT-20251210-0334,1000000333,Andrea Mendoza Díaz,andrea.mendoza334@corp.com.co,+57 300 000 0333,10/26/1965,Bogotá,5611179,Pensionado,28,Regular,3086148,25488819,628
CLT-20251210-0335,1000000334,Paula Cárdenas Vega,paula.cárdenas335@servicios.com.co,+57 300 000 0334,11/27/1966,Bogotá,5734636,Empleado,11,Bueno,1777737,25565362,660
CLT-20251210-0336,1000000335,Angela Patricia Herrera Ospina,angela.herrera336@banco.com.co,+57 300 000 0335,12/28/1967,Bogotá,5858093,Empleado,27,Regular,2753304,25641905,565
CLT-20251210-0337,1000000336,Luisa Díaz Cruz,luisa.díaz337@financiera.com.co,+57 300 000 0336,1/1/1968,Cali,5981550,Empleado,22,Malo,4605794,25718448,331
CLT-20251210-0338,1000000337,Sofía Vega González,sofía.vega338@grupoempresa.com,+57 300 000 0337,2/2/1969,Medellín,6105007,Empleado,5,Bueno,1526252,25794991,732
CLT-20251210-0339,1000000338,Valentina Ospina Rodríguez,valentina.ospina339@corp.com.co,+57 300 000 0338,3/3/1970,Bogotá,6228464,Empleado,25,Excelente,498277,25871534,780
CLT-20251210-0340,1000000339,Daniela Cruz Martínez,daniela.cruz340@servicios.com.co,+57 300 000 0339,4/4/1971,Bogotá,6351921,Empleado,16,Malo,4446345,25948077,401
CLT-20251210-0341,1000000340,Juan Fernando González Gómez,juan.gonzález341@banco.com.co,+57 300 000 0340,5/5/1972,Bogotá,6475378,Independiente,27,Bueno,2201629,26024620,711
CLT-20251210-0342,1000000341,Carlos Rodríguez López,carlos.rodríguez342@financiera.com.co,+57 300 000 0341,6/6/1973,Bogotá,6598835,Empleado,18,Bueno,2045639,26101163,707
CLT-20251210-0343,1000000342,Andrés Martínez Pérez,andrés.martínez343@grupoempresa.com,+57 300 000 0342,7/7/1974,Bogotá,6722292,Pensionado,4,Regular,2890586,26177706,612
CLT-20251210-0344,1000000343,Diego Gómez Sánchez,diego.gómez344@corp.com.co,+57 300 000 0343,8/8/1975,Cartagena,6845749,Empleado,28,Bueno,1711437,26254249,719
CLT-20251210-0345,1000000344,Santiago López Ramírez,santiago.lópez345@servicios.com.co,+57 300 000 0344,9/9/1976,Cali,6969206,Pensionado,25,Regular,2857374,26330792,566
CLT-20251210-0346,1000000345,David Patricia Pérez Torres,david.pérez346@banco.com.co,+57 300 000 0345,10/10/1977,Neiva,7092663,Empleado,10,Excelente,992973,26407335,829
CLT-20251210-0347,1000000346,Luis Sánchez Ruiz,luis.sánchez347@financiera.com.co,+57 300 000 0346,11/11/1978,Sincelejo,7216120,Empleado,24,Excelente,1371063,26483878,760
CLT-20251210-0348,1000000347,José Ramírez Castillo,josé.ramírez348@grupoempresa.com,+57 300 000 0347,12/12/1979,Montería,7339577,Empleado,17,Bueno,2128477,26560421,722
CLT-20251210-0349,1000000348,Javier Torres Vargas,javier.torres349@corp.com.co,+57 300 000 0348,1/13/1980,Medellín,7463034,Empleado,26,Regular,3656887,26636964,648
CLT-20251210-0350,1000000349,Alejandro Ruiz Rojas,alejandro.ruiz350@servicios.com.co,+57 300 000 0349,2/14/1981,Bogotá,7586491,Empleado,3,Regular,3413921,26713507,553
CLT-20251210-0351,1000000350,María Fernando Castillo Mendoza,maría.castillo351@banco.com.co,+57 300 000 0350,3/15/1982,Cali,7709948,Empleado,16,Bueno,2390084,26790050,734
CLT-20251210-0352,1000000351,Catalina Vargas Cárdenas,catalina.vargas352@financiera.com.co,+57 300 000 0351,4/16/1983,Medellín,7833405,Empleado,17,Bueno,3055028,26866593,711
CLT-20251210-0353,1000000352,Laura Rojas Herrera,laura.rojas353@grupoempresa.com,+57 300 000 0352,5/17/1984,Cali,7956862,Empleado,3,Regular,3819294,26943136,635
CLT-20251210-0354,1000000353,Andrea Mendoza Díaz,andrea.mendoza354@corp.com.co,+57 300 000 0353,6/18/1985,Bogotá,8080319,Empleado,11,Bueno,2908915,27019679,713
CLT-20251210-0355,1000000354,Paula Cárdenas Vega,paula.cárdenas355@servicios.com.co,+57 300 000 0354,7/19/1986,Bogotá,8203776,Independiente,2,Regular,3363548,27096222,634
CLT-20251210-0356,1000000355,Angela Patricia Herrera Ospina,angela.herrera356@banco.com.co,+57 300 000 0355,8/20/1987,Bucaramanga,8327233,Pensionado,12,Regular,4080344,27172765,613
CLT-20251210-0357,1000000356,Luisa Díaz Cruz,luisa.díaz357@financiera.com.co,+57 300 000 0356,9/21/1988,Bogotá,8450690,Independiente,10,Bueno,1690138,27249308,717
CLT-20251210-0358,1000000357,Sofía Vega González,sofía.vega358@grupoempresa.com,+57 300 000 0357,10/22/1989,Medellín,8574147,Pensionado,16,Regular,3515400,27325851,558
CLT-20251210-0359,1000000358,Valentina Ospina Rodríguez,valentina.ospina359@corp.com.co,+57 300 000 0358,11/23/1990,Barranquilla,8697604,Independiente,7,Regular,5044610,27402394,571
CLT-20251210-0360,1000000359,Daniela Cruz Martínez,daniela.cruz360@servicios.com.co,+57 300 000 0359,12/24/1991,Manizales,8821061,Empleado,3,Malo,5998321,27478937,387
CLT-20251210-0361,1000000360,Juan Fernando González Gómez,juan.gonzález361@banco.com.co,+57 300 000 0360,1/25/1992,Bogotá,8944518,Empleado,9,Bueno,2862246,27555480,711
CLT-20251210-0362,1000000361,Carlos Rodríguez López,carlos.rodríguez362@financiera.com.co,+57 300 000 0361,2/26/1993,Medellín,9067975,Pensionado,2,Regular,5259426,27632023,640
CLT-20251210-0363,1000000362,Andrés Martínez Pérez,andrés.martínez363@grupoempresa.com,+57 300 000 0362,3/27/1994,Cartagena,9191432,Independiente,10,Bueno,3308916,27708566,731
CLT-20251210-0364,1000000363,Diego Gómez Sánchez,diego.gómez364@corp.com.co,+57 300 000 0363,4/28/1995,Barranquilla,9314889,Empleado,0,Regular,4750593,27785109,566
CLT-20251210-0365,1000000364,Santiago López Ramírez,santiago.lópez365@servicios.com.co,+57 300 000 0364,5/1/1996,Cali,9438346,Empleado,10,Bueno,2076436,27861652,654
CLT-20251210-0366,1000000365,David Patricia Pérez Torres,david.pérez366@banco.com.co,+57 300 000 0365,6/2/1997,Bogotá,9561803,Independiente,1,Malo,6310790,27938195,482
CLT-20251210-0367,1000000366,Luis Sánchez Ruiz,luis.sánchez367@financiera.com.co,+57 300 000 0366,7/3/1998,Medellín,9685260,Independiente,1,Bueno,2518168,28014738,713
CLT-20251210-0368,1000000367,José Ramírez Castillo,josé.ramírez368@grupoempresa.com,+57 300 000 0367,8/4/1999,Santa Marta,9808717,Empleado,8,Regular,4708184,28091281,590
CLT-20251210-0369,1000000368,Javier Torres Vargas,javier.torres369@corp.com.co,+57 300 000 0368,9/5/2000,Bogotá,9932174,Empleado,6,Bueno,2781009,28167824,705
CLT-20251210-0370,1000000369,Alejandro Ruiz Rojas,alejandro.ruiz370@servicios.com.co,+57 300 000 0369,10/6/1960,Bogotá,10055631,Pensionado,24,Bueno,2413351,28244367,687
CLT-20251210-0371,1000000370,María Fernando Castillo Mendoza,maría.castillo371@banco.com.co,+57 300 000 0370,11/7/1961,Medellín,10179088,Empleado,3,Bueno,3257308,28320910,670
CLT-20251210-0372,1000000371,Catalina Vargas Cárdenas,catalina.vargas372@financiera.com.co,+57 300 000 0371,12/8/1962,Neiva,10302545,Pensionado,18,Excelente,1751433,28397453,813
CLT-20251210-0373,1000000372,Laura Rojas Herrera,laura.rojas373@grupoempresa.com,+57 300 000 0372,1/9/1963,Medellín,10426002,Empleado,28,Malo,6881161,28473996,403
CLT-20251210-0374,1000000373,Andrea Mendoza Díaz,andrea.mendoza374@corp.com.co,+57 300 000 0373,2/10/1964,Bogotá,10549459,Independiente,24,Bueno,2215386,28550539,711
CLT-20251210-0375,1000000374,Paula Cárdenas Vega,paula.cárdenas375@servicios.com.co,+57 300 000 0374,3/11/1965,Medellín,10672916,Empleado,21,Bueno,2241312,28627082,701
CLT-20251210-0376,1000000375,Angela Patricia Herrera Ospina,angela.herrera376@banco.com.co,+57 300 000 0375,4/12/1966,Medellín,10796373,Independiente,1,Malo,6585788,28703625,305
CLT-20251210-0377,1000000376,Luisa Díaz Cruz,luisa.díaz377@financiera.com.co,+57 300 000 0376,5/13/1967,Medellín,10919830,Empleado,14,Regular,4695527,28780168,592
CLT-20251210-0378,1000000377,Sofía Vega González,sofía.vega378@grupoempresa.com,+57 300 000 0377,6/14/1968,Bogotá,11043287,Independiente,1,Bueno,3092120,28856711,694
CLT-20251210-0379,1000000378,Valentina Ospina Rodríguez,valentina.ospina379@corp.com.co,+57 300 000 0378,7/15/1969,Medellín,11166744,Empleado,30,Regular,5695039,28933254,567
CLT-20251210-0380,1000000379,Daniela Cruz Martínez,daniela.cruz380@servicios.com.co,+57 300 000 0379,8/16/1970,Manizales,11290201,Empleado,14,Malo,7677337,29009797,343
CLT-20251210-0381,1000000380,Juan Fernando González Gómez,juan.gonzález381@banco.com.co,+57 300 000 0380,9/17/1971,Bogotá,11413658,Empleado,30,Regular,6391648,29086340,566
CLT-20251210-0382,1000000381,Carlos Rodríguez López,carlos.rodríguez382@financiera.com.co,+57 300 000 0381,10/18/1972,Bogotá,11537115,Pensionado,23,Bueno,2538165,29162883,683
CLT-20251210-0383,1000000382,Andrés Martínez Pérez,andrés.martínez383@grupoempresa.com,+57 300 000 0382,11/19/1973,Bogotá,11660572,Empleado,4,Bueno,2565326,29239426,704
CLT-20251210-0384,1000000383,Diego Gómez Sánchez,diego.gómez384@corp.com.co,+57 300 000 0383,12/20/1974,Bogotá,11784029,Empleado,24,Bueno,3299528,29315969,670
CLT-20251210-0385,1000000384,Santiago López Ramírez,santiago.lópez385@servicios.com.co,+57 300 000 0384,1/21/1975,Barranquilla,11907486,Empleado,11,Excelente,2262422,29392512,848
CLT-20251210-0386,1000000385,David Patricia Pérez Torres,david.pérez386@banco.com.co,+57 300 000 0385,2/22/1976,Barranquilla,12030943,Empleado,23,Bueno,3128045,29469055,673
CLT-20251210-0387,1000000386,Luis Sánchez Ruiz,luis.sánchez387@financiera.com.co,+57 300 000 0386,3/23/1977,Santa Marta,12154400,Empleado,10,Excelente,486176,29545598,820
CLT-20251210-0388,1000000387,José Ramírez Castillo,josé.ramírez388@grupoempresa.com,+57 300 000 0387,4/24/1978,Bogotá,12277857,Independiente,2,Malo,8962836,29622141,432
CLT-20251210-0389,1000000388,Javier Torres Vargas,javier.torres389@corp.com.co,+57 300 000 0388,5/25/1979,Bucaramanga,12401314,Empleado,15,Bueno,3844407,29698684,742
CLT-20251210-0390,1000000389,Alejandro Ruiz Rojas,alejandro.ruiz390@servicios.com.co,+57 300 000 0389,6/26/1980,Sincelejo,12524771,Pensionado,27,Bueno,2630202,29775227,652
CLT-20251210-0391,1000000390,María Fernando Castillo Mendoza,maría.castillo391@banco.com.co,+57 300 000 0390,7/27/1981,Bogotá,12648228,Empleado,19,Malo,9612653,29851770,317
CLT-20251210-0392,1000000391,Catalina Vargas Cárdenas,catalina.vargas392@financiera.com.co,+57 300 000 0391,8/28/1982,Bogotá,12771685,Empleado,11,Regular,6002692,29928313,635
CLT-20251210-0393,1000000392,Laura Rojas Herrera,laura.rojas393@grupoempresa.com,+57 300 000 0392,9/1/1983,Manizales,12895142,Empleado,8,Excelente,257903,30004856,765
CLT-20251210-0394,1000000393,Andrea Mendoza Díaz,andrea.mendoza394@corp.com.co,+57 300 000 0393,10/2/1984,Medellín,13018599,Empleado,2,Regular,6118742,30081399,581
CLT-20251210-0395,1000000394,Paula Cárdenas Vega,paula.cárdenas395@servicios.com.co,+57 300 000 0394,11/3/1985,Medellín,13142056,Empleado,18,Bueno,3416935,30157942,656
CLT-20251210-0396,1000000395,Angela Patricia Herrera Ospina,angela.herrera396@banco.com.co,+57 300 000 0395,12/4/1986,Cartagena,13265513,Independiente,4,Regular,6102136,30234485,608
CLT-20251210-0397,1000000396,Luisa Díaz Cruz,luisa.díaz397@financiera.com.co,+57 300 000 0396,1/5/1987,Santa Marta,13388970,Empleado,10,Regular,6426706,30311028,563
CLT-20251210-0398,1000000397,Sofía Vega González,sofía.vega398@grupoempresa.com,+57 300 000 0397,2/6/1988,Barranquilla,13512427,Independiente,5,Bueno,3242982,30387571,718
CLT-20251210-0399,1000000398,Valentina Ospina Rodríguez,valentina.ospina399@corp.com.co,+57 300 000 0398,3/7/1989,Bogotá,13635884,Empleado,7,Excelente,1772665,30464114,824
CLT-20251210-0400,1000000399,Daniela Cruz Martínez,daniela.cruz400@servicios.com.co,+57 300 000 0399,4/8/1990,Medellín,13759341,Empleado,2,Excelente,963154,30540657,802
CLT-20251210-0401,1000000400,Juan Fernando González Gómez,juan.gonzález401@banco.com.co,+57 300 000 0400,5/9/1991,Bogotá,13882798,Independiente,7,Regular,6524915,30617200,627
CLT-20251210-0402,1000000401,Carlos Rodríguez López,carlos.rodríguez402@financiera.com.co,+57 300 000 0401,6/10/1992,Barranquilla,14006255,Empleado,12,Malo,9524253,30693743,322
CLT-20251210-0403,1000000402,Andrés Martínez Pérez,andrés.martínez403@grupoempresa.com,+57 300 000 0402,7/11/1993,Manizales,14129712,Independiente,14,Malo,8760421,30770286,468
CLT-20251210-0404,1000000403,Diego Gómez Sánchez,diego.gómez404@corp.com.co,+57 300 000 0403,8/12/1994,Bogotá,14253169,Empleado,13,Bueno,3135697,30846829,681
CLT-20251210-0405,1000000404,Santiago López Ramírez,santiago.lópez405@servicios.com.co,+57 300 000 0404,9/13/1995,Bogotá,14376626,Empleado,9,Bueno,4169222,30923372,676
CLT-20251210-0406,1000000405,David Patricia Pérez Torres,david.pérez406@banco.com.co,+57 300 000 0405,10/14/1996,Bogotá,14500083,Empleado,9,Regular,7250042,30999915,580
CLT-20251210-0407,1000000406,Luis Sánchez Ruiz,luis.sánchez407@financiera.com.co,+57 300 000 0406,11/15/1997,Pereira,14623540,Empleado,5,Regular,8335418,31076458,574
CLT-20251210-0408,1000000407,José Ramírez Castillo,josé.ramírez408@grupoempresa.com,+57 300 000 0407,12/16/1998,Bogotá,14746997,Empleado,6,Excelente,1179760,31153001,787
CLT-20251210-0409,1000000408,Javier Torres Vargas,javier.torres409@corp.com.co,+57 300 000 0408,1/17/1999,Medellín,14870454,Pensionado,1,Regular,8178750,31229544,637
CLT-20251210-0410,1000000409,Alejandro Ruiz Rojas,alejandro.ruiz410@servicios.com.co,+57 300 000 0409,2/18/2000,Bogotá,14993911,Empleado,2,Regular,6447382,31306087,557
CLT-20251210-0411,1000000410,María Fernando Castillo Mendoza,maría.castillo411@banco.com.co,+57 300 000 0410,3/19/1960,Cali,15117368,Pensionado,14,Regular,8616900,31382630,642
CLT-20251210-0412,1000000411,Catalina Vargas Cárdenas,catalina.vargas412@financiera.com.co,+57 300 000 0411,4/20/1961,Bogotá,15240825,Empleado,30,Regular,7620412,31459173,592
CLT-20251210-0413,1000000412,Laura Rojas Herrera,laura.rojas413@grupoempresa.com,+57 300 000 0412,5/21/1962,Bogotá,15364282,Empleado,12,Excelente,2919214,31535716,822
CLT-20251210-0414,1000000413,Andrea Mendoza Díaz,andrea.mendoza414@corp.com.co,+57 300 000 0413,6/22/1963,Medellín,15487739,Empleado,20,Regular,7588992,31612259,597
CLT-20251210-0415,1000000414,Paula Cárdenas Vega,paula.cárdenas415@servicios.com.co,+57 300 000 0414,7/23/1964,Pereira,15611196,Independiente,8,Bueno,4995583,31688802,666
CLT-20251210-0416,1000000415,Angela Patricia Herrera Ospina,angela.herrera416@banco.com.co,+57 300 000 0415,8/24/1965,Cali,15734653,Empleado,18,Bueno,4248356,31765345,726
CLT-20251210-0417,1000000416,Luisa Díaz Cruz,luisa.díaz417@financiera.com.co,+57 300 000 0416,9/25/1966,Bogotá,15858110,Empleado,12,Bueno,3330203,31841888,691
CLT-20251210-0418,1000000417,Sofía Vega González,sofía.vega418@grupoempresa.com,+57 300 000 0417,10/26/1967,Bogotá,15981567,Empleado,14,Excelente,799078,31918431,813
CLT-20251210-0419,1000000418,Valentina Ospina Rodríguez,valentina.ospina419@corp.com.co,+57 300 000 0418,11/27/1968,Medellín,16105024,Pensionado,1,Regular,7247261,31994974,640
CLT-20251210-0420,1000000419,Daniela Cruz Martínez,daniela.cruz420@servicios.com.co,+57 300 000 0419,12/28/1969,Bogotá,16228481,Independiente,28,Regular,6653677,32071517,558
CLT-20251210-0421,1000000420,Juan Fernando González Gómez,juan.gonzález421@banco.com.co,+57 300 000 0420,1/1/1970,Bogotá,16351938,Empleado,29,Bueno,5723178,32148060,727
CLT-20251210-0422,1000000421,Carlos Rodríguez López,carlos.rodríguez422@financiera.com.co,+57 300 000 0421,2/2/1971,Manizales,16475395,Empleado,5,Excelente,2965571,32224603,760
CLT-20251210-0423,1000000422,Andrés Martínez Pérez,andrés.martínez423@grupoempresa.com,+57 300 000 0422,3/3/1972,Cali,16598852,Empleado,18,Excelente,995931,32301146,817
CLT-20251210-0424,1000000423,Diego Gómez Sánchez,diego.gómez424@corp.com.co,+57 300 000 0423,4/4/1973,Cali,16722309,Empleado,1,Regular,8695601,32377689,558
CLT-20251210-0425,1000000424,Santiago López Ramírez,santiago.lópez425@servicios.com.co,+57 300 000 0424,5/5/1974,Medellín,16845766,Empleado,30,Malo,13476613,32454232,488
CLT-20251210-0426,1000000425,David Patricia Pérez Torres,david.pérez426@banco.com.co,+57 300 000 0425,6/6/1975,Cali,16969223,Empleado,3,Excelente,2036307,32530775,765
CLT-20251210-0427,1000000426,Luis Sánchez Ruiz,luis.sánchez427@financiera.com.co,+57 300 000 0426,7/7/1976,Medellín,17092680,Empleado,21,Excelente,1196488,32607318,829
CLT-20251210-0428,1000000427,José Ramírez Castillo,josé.ramírez428@grupoempresa.com,+57 300 000 0427,8/8/1977,Cali,17216137,Empleado,15,Regular,7058616,32683861,620
CLT-20251210-0429,1000000428,Javier Torres Vargas,javier.torres429@corp.com.co,+57 300 000 0428,9/9/1978,Manizales,17339594,Empleado,16,Bueno,3641315,32760404,696
CLT-20251210-0430,1000000429,Alejandro Ruiz Rojas,alejandro.ruiz430@servicios.com.co,+57 300 000 0429,10/10/1979,Bogotá,17463051,Independiente,27,Bueno,3841871,32836947,693
CLT-20251210-0431,1000000430,María Fernando Castillo Mendoza,maría.castillo431@banco.com.co,+57 300 000 0430,11/11/1980,Bogotá,17586508,Empleado,19,Excelente,2462111,32913490,825
CLT-20251210-0432,1000000431,Catalina Vargas Cárdenas,catalina.vargas432@financiera.com.co,+57 300 000 0431,12/12/1981,Barranquilla,17709965,Empleado,4,Excelente,531299,32990033,766
CLT-20251210-0433,1000000432,Laura Rojas Herrera,laura.rojas433@grupoempresa.com,+57 300 000 0432,1/13/1982,Bogotá,17833422,Empleado,24,Regular,8381708,33066576,591
CLT-20251210-0434,1000000433,Andrea Mendoza Díaz,andrea.mendoza434@corp.com.co,+57 300 000 0433,2/14/1983,Bogotá,17956879,Pensionado,23,Regular,7182752,33143119,608
CLT-20251210-0435,1000000434,Paula Cárdenas Vega,paula.cárdenas435@servicios.com.co,+57 300 000 0434,3/15/1984,Cali,18080336,Empleado,15,Excelente,1808034,33219662,821
CLT-20251210-0436,1000000435,Angela Patricia Herrera Ospina,angela.herrera436@banco.com.co,+57 300 000 0435,4/16/1985,Bogotá,18203793,Empleado,11,Bueno,5825214,33296205,720
CLT-20251210-0437,1000000436,Luisa Díaz Cruz,luisa.díaz437@financiera.com.co,+57 300 000 0436,5/17/1986,Bogotá,18327250,Empleado,13,Excelente,916362,33372748,759
CLT-20251210-0438,1000000437,Sofía Vega González,sofía.vega438@grupoempresa.com,+57 300 000 0437,6/18/1987,Cali,18450707,Empleado,17,Bueno,5166198,33449291,727
CLT-20251210-0439,1000000438,Valentina Ospina Rodríguez,valentina.ospina439@corp.com.co,+57 300 000 0438,7/19/1988,Bogotá,18574164,Empleado,16,Excelente,3343350,33525834,812
CLT-20251210-0440,1000000439,Daniela Cruz Martínez,daniela.cruz440@servicios.com.co,+57 300 000 0439,8/20/1989,Barranquilla,18697621,Empleado,18,Malo,14958097,33602377,410
CLT-20251210-0441,1000000440,Juan Fernando González Gómez,juan.gonzález441@banco.com.co,+57 300 000 0440,9/21/1990,Barranquilla,18821078,Independiente,11,Regular,7904853,33678920,624
CLT-20251210-0442,1000000441,Carlos Rodríguez López,carlos.rodríguez442@financiera.com.co,+57 300 000 0441,10/22/1991,Bogotá,18944535,Empleado,7,Bueno,3978352,33755463,735
CLT-20251210-0443,1000000442,Andrés Martínez Pérez,andrés.martínez443@grupoempresa.com,+57 300 000 0442,11/23/1992,Cali,19067992,Empleado,10,Malo,12584875,33832006,537
